pattern:[[20130090]], support:2
pattern:[[14845010], [23110009]], support:2
pattern:[[14845010], [14750012]], support:2
pattern:[[14750012]], support:3
pattern:[[15219005]], support:3
pattern:[[15410033]], support:3
pattern:[[14723011]], support:3
pattern:[[14723011], [23110009]], support:2
pattern:[[23121051]], support:3
pattern:[[14261017]], support:3
pattern:[[15110063]], support:3
pattern:[[22101008]], support:3
pattern:[[14722074]], support:3
pattern:[[14810001]], support:3
pattern:[[22715007]], support:3
pattern:[[14513031]], support:3
pattern:[[14513031], [14513007]], support:2
pattern:[[15242028]], support:3
pattern:[[14513007]], support:3
pattern:[[14092078]], support:3
pattern:[[27401758]], support:3
pattern:[[15201005]], support:3
pattern:[[15211000]], support:3
pattern:[[30500027]], support:3
pattern:[[22716005]], support:3
pattern:[[40000667]], support:3
pattern:[[23142012]], support:3
pattern:[[22110004]], support:3
pattern:[[14831001]], support:3
pattern:[[15110010]], support:3
pattern:[[14800003]], support:3
pattern:[[14064003]], support:3
pattern:[[11502035]], support:3
pattern:[[14275018]], support:3
pattern:[[14275018], [15131001]], support:2
pattern:[[15131001]], support:3
pattern:[[15131001], [14010011]], support:2
pattern:[[15202074]], support:3
pattern:[[32316009]], support:3
pattern:[[15004032]], support:3
pattern:[[14020003]], support:3
pattern:[[21400001]], support:3
pattern:[[15114001]], support:3
pattern:[[15004051]], support:3
pattern:[[15004051], [15004058]], support:2
pattern:[[11501048]], support:3
pattern:[[10000000]], support:3
pattern:[[10141005]], support:3
pattern:[[10141005], [10131007]], support:2
pattern:[[10141005], [27000574]], support:2
pattern:[[10141005], [15110079]], support:2
pattern:[[10135002]], support:3
pattern:[[15130016]], support:3
pattern:[[14721071]], support:3
pattern:[[14721078]], support:3
pattern:[[15115013]], support:3
pattern:[[15115013], [14112011]], support:2
pattern:[[11533016]], support:3
pattern:[[14033055]], support:3
pattern:[[14090033]], support:3
pattern:[[15114006]], support:3
pattern:[[11531047]], support:3
pattern:[[15130006]], support:3
pattern:[[14720004]], support:3
pattern:[[14260016]], support:3
pattern:[[14300085]], support:3
pattern:[[23121053]], support:3
pattern:[[24011018]], support:3
pattern:[[27002182]], support:3
pattern:[[27002561]], support:3
pattern:[[27000020]], support:3
pattern:[[15120006]], support:3
pattern:[[10113011]], support:3
pattern:[[11500094]], support:3
pattern:[[23113003]], support:3
pattern:[[23113003], [23110009]], support:2
pattern:[[24012114]], support:3
pattern:[[14900016]], support:3
pattern:[[11504011]], support:3
pattern:[[11504011], [15130027]], support:2
pattern:[[30321007]], support:3
pattern:[[11500027]], support:3
pattern:[[15110022]], support:3
pattern:[[15110022], [15115031]], support:2
pattern:[[15110022], [15115031], [15131001]], support:2
pattern:[[15110022], [15130026]], support:2
pattern:[[15110022], [15130026], [23110009]], support:2
pattern:[[15110022], [15130026], [23110009], [15131001]], support:2
pattern:[[15110022], [15130026], [15131001]], support:2
pattern:[[15110022], [15131001]], support:2
pattern:[[15110022], [23110009]], support:3
pattern:[[15110022], [23110009], [15131001]], support:2
pattern:[[14861007]], support:3
pattern:[[10116032]], support:3
pattern:[[14112008]], support:3
pattern:[[14010021]], support:3
pattern:[[14846013]], support:3
pattern:[[14091008]], support:3
pattern:[[22172004]], support:3
pattern:[[14072002]], support:3
pattern:[[11501020]], support:3
pattern:[[14900006]], support:3
pattern:[[14900006], [14900008]], support:2
pattern:[[15502063]], support:3
pattern:[[15139013]], support:3
pattern:[[15139013], [15130027]], support:2
pattern:[[27300279]], support:3
pattern:[[24100023]], support:3
pattern:[[14200020]], support:3
pattern:[[14750011]], support:3
pattern:[[15202003]], support:3
pattern:[[24010812]], support:3
pattern:[[14750041]], support:3
pattern:[[14120013]], support:3
pattern:[[25100113]], support:3
pattern:[[25100113], [22102014]], support:2
pattern:[[30444029]], support:3
pattern:[[14132105]], support:3
pattern:[[14132105], [10201016]], support:2
pattern:[[14132105], [10201016], [23110009]], support:2
pattern:[[14132105], [23110009]], support:2
pattern:[[11533012]], support:3
pattern:[[11300119]], support:3
pattern:[[33060009]], support:3
pattern:[[14090007]], support:3
pattern:[[15232002]], support:3
pattern:[[15232002], [20110019]], support:2
pattern:[[15232002], [20110019], [27200924]], support:2
pattern:[[15232002], [27200924]], support:2
pattern:[[14872001]], support:3
pattern:[[10137012]], support:3
pattern:[[10137012], [23110009]], support:2
pattern:[[14052003]], support:3
pattern:[[15605051]], support:3
pattern:[[15201002]], support:3
pattern:[[30634014]], support:3
pattern:[[10002004]], support:3
pattern:[[10002004], [23110009]], support:2
pattern:[[15202077]], support:3
pattern:[[15202077], [27000574]], support:2
pattern:[[11300180]], support:3
pattern:[[30334046]], support:3
pattern:[[22603000]], support:3
pattern:[[15242044]], support:3
pattern:[[14092023]], support:3
pattern:[[15339001]], support:3
pattern:[[10200004]], support:3
pattern:[[11300157]], support:3
pattern:[[14243002]], support:3
pattern:[[15115027]], support:3
pattern:[[22131004]], support:3
pattern:[[11303098]], support:3
pattern:[[10141071]], support:3
pattern:[[10141072]], support:3
pattern:[[15004053]], support:3
pattern:[[15263006]], support:3
pattern:[[14091069]], support:3
pattern:[[10119033]], support:3
pattern:[[15202020]], support:3
pattern:[[14090012]], support:3
pattern:[[14090008]], support:3
pattern:[[15502062]], support:3
pattern:[[15004048]], support:3
pattern:[[11300060]], support:3
pattern:[[10002015]], support:3
pattern:[[23113005]], support:3
pattern:[[22130003]], support:3
pattern:[[31004003]], support:3
pattern:[[14402009]], support:3
pattern:[[22801000]], support:3
pattern:[[15110005]], support:3
pattern:[[14831007]], support:3
pattern:[[14075022]], support:3
pattern:[[14596015]], support:3
pattern:[[15115044]], support:3
pattern:[[14300010]], support:3
pattern:[[14203024]], support:3
pattern:[[14203024], [14076030]], support:2
pattern:[[14076030]], support:3
pattern:[[14092010]], support:3
pattern:[[14831008]], support:3
pattern:[[10150003]], support:3
pattern:[[15004062]], support:3
pattern:[[15004062], [14091007]], support:2
pattern:[[15110073]], support:3
pattern:[[15131002]], support:3
pattern:[[24010829]], support:3
pattern:[[24010829], [22130003]], support:2
pattern:[[27002594]], support:3
pattern:[[27002594], [27400708]], support:2
pattern:[[27002594], [27400708], [27400126]], support:2
pattern:[[27002594], [27400708], [27400118]], support:2
pattern:[[27002594], [27002595]], support:2
pattern:[[27002594], [27002595], [27400126]], support:2
pattern:[[27002594], [27002595], [27400118]], support:2
pattern:[[27002594], [27400126]], support:2
pattern:[[27002594], [27400118]], support:2
pattern:[[27002594], [27400052]], support:2
pattern:[[14092064]], support:3
pattern:[[10140006]], support:3
pattern:[[11533028]], support:3
pattern:[[15110041]], support:3
pattern:[[14121011]], support:3
pattern:[[10501054]], support:3
pattern:[[15114012]], support:3
pattern:[[27000556]], support:3
pattern:[[22021008]], support:3
pattern:[[22021008], [23110009]], support:2
pattern:[[14750064]], support:3
pattern:[[14750064], [27002194]], support:2
pattern:[[10002000]], support:3
pattern:[[22021002]], support:3
pattern:[[21120007]], support:3
pattern:[[22850004]], support:3
pattern:[[14091021]], support:3
pattern:[[14837005]], support:3
pattern:[[14833009]], support:3
pattern:[[22501003]], support:3
pattern:[[15000008]], support:3
pattern:[[15000008], [15115003]], support:2
pattern:[[15263001]], support:3
pattern:[[15419001]], support:3
pattern:[[34220016]], support:3
pattern:[[22630010]], support:3
pattern:[[21021045]], support:3
pattern:[[10141063]], support:3
pattern:[[14585005]], support:3
pattern:[[20130039]], support:3
pattern:[[14091073]], support:3
pattern:[[15004079]], support:3
pattern:[[10300018]], support:3
pattern:[[14275013]], support:3
pattern:[[10100003]], support:3
pattern:[[10002022]], support:3
pattern:[[22002239]], support:3
pattern:[[27002558]], support:3
pattern:[[15262000]], support:3
pattern:[[15262000], [15262002]], support:2
pattern:[[24010816]], support:4
pattern:[[24010816], [22120039]], support:2
pattern:[[24010816], [24000333]], support:2
pattern:[[22120015]], support:4
pattern:[[20202009]], support:4
pattern:[[32143000]], support:4
pattern:[[32143000], [10150004]], support:2
pattern:[[14073007]], support:4
pattern:[[22710003]], support:4
pattern:[[14846016]], support:4
pattern:[[14846016], [30380003]], support:2
pattern:[[22830003]], support:4
pattern:[[14871000]], support:4
pattern:[[14082022]], support:4
pattern:[[14860014]], support:4
pattern:[[14593013]], support:4
pattern:[[31425087]], support:4
pattern:[[14721026]], support:4
pattern:[[14900010]], support:4
pattern:[[14900010], [22830002]], support:2
pattern:[[22604000]], support:4
pattern:[[22604000], [30380002]], support:2
pattern:[[15200001]], support:4
pattern:[[14082023]], support:4
pattern:[[10119101]], support:4
pattern:[[15111000]], support:4
pattern:[[27002167]], support:4
pattern:[[27002177]], support:4
pattern:[[27002177], [22190000]], support:2
pattern:[[27002177], [22190000], [22190002]], support:2
pattern:[[27002177], [22190002]], support:2
pattern:[[27002177], [25101011]], support:2
pattern:[[27002177], [25101011], [27002169]], support:2
pattern:[[27002177], [25101011], [27002169], [22102014]], support:2
pattern:[[27002177], [25101011], [22102014]], support:2
pattern:[[27002177], [27002169]], support:2
pattern:[[27002177], [27002169], [22102014]], support:2
pattern:[[27002177], [22102014]], support:2
pattern:[[27002177], [27410000]], support:2
pattern:[[22160001]], support:4
pattern:[[22160001], [14900011]], support:2
pattern:[[11531038]], support:4
pattern:[[25121013]], support:4
pattern:[[25121013], [23110009]], support:2
pattern:[[15113002]], support:4
pattern:[[14837003]], support:4
pattern:[[15130002]], support:4
pattern:[[15119009]], support:4
pattern:[[15119009], [30380002]], support:2
pattern:[[15502039]], support:4
pattern:[[14142039]], support:4
pattern:[[25110012]], support:4
pattern:[[15410036]], support:4
pattern:[[10119020]], support:4
pattern:[[10119020], [22102005]], support:2
pattern:[[32416009]], support:4
pattern:[[10141040]], support:4
pattern:[[14723019]], support:4
pattern:[[23135028]], support:4
pattern:[[23135028], [23110009]], support:2
pattern:[[10114000]], support:4
pattern:[[10114000], [27000574]], support:2
pattern:[[11532019]], support:4
pattern:[[14054013]], support:4
pattern:[[10201030]], support:4
pattern:[[27002186]], support:4
pattern:[[27002186], [27002169]], support:2
pattern:[[15101003]], support:4
pattern:[[15605055]], support:4
pattern:[[24000370]], support:4
pattern:[[24000370], [22102014]], support:2
pattern:[[15110002]], support:4
pattern:[[14900009]], support:4
pattern:[[14900009], [24000333]], support:2
pattern:[[14900009], [24000333], [27300274]], support:2
pattern:[[14900009], [27300274]], support:2
pattern:[[14900009], [14900013]], support:2
pattern:[[14900009], [14900013], [15503022]], support:2
pattern:[[14900009], [15503022]], support:2
pattern:[[14722066]], support:4
pattern:[[14200037]], support:4
pattern:[[14200037], [14200022]], support:2
pattern:[[10141025]], support:4
pattern:[[15200000]], support:4
pattern:[[15200000], [30380003]], support:3
pattern:[[15104012]], support:4
pattern:[[22800000]], support:4
pattern:[[10000010]], support:4
pattern:[[14250016]], support:4
pattern:[[14250016], [30380003]], support:2
pattern:[[14082008]], support:4
pattern:[[14082008], [14082009]], support:2
pattern:[[22702006]], support:4
pattern:[[10008011]], support:4
pattern:[[14080020]], support:4
pattern:[[15111005]], support:4
pattern:[[14082009]], support:4
pattern:[[14900014]], support:4
pattern:[[14032018]], support:4
pattern:[[22111006]], support:4
pattern:[[24401009]], support:4
pattern:[[14020011]], support:4
pattern:[[10309001]], support:4
pattern:[[14932016]], support:4
pattern:[[22830005]], support:4
pattern:[[14091012]], support:4
pattern:[[14091012], [14091028]], support:2
pattern:[[14861002]], support:4
pattern:[[15110042]], support:4
pattern:[[15114005]], support:4
pattern:[[14839012]], support:4
pattern:[[14750042]], support:4
pattern:[[14830014]], support:4
pattern:[[22020008]], support:4
pattern:[[22020008], [27410000]], support:2
pattern:[[24011108]], support:4
pattern:[[24011108], [15110031]], support:2
pattern:[[21011027]], support:4
pattern:[[21011027], [22102005]], support:2
pattern:[[15402032]], support:4
pattern:[[14107009]], support:4
pattern:[[14107009], [27002595]], support:2
pattern:[[14107009], [27002595], [27400118]], support:2
pattern:[[14107009], [27002595], [27400118], [15130013]], support:2
pattern:[[14107009], [27002595], [15130013]], support:2
pattern:[[14107009], [27002595], [27400126]], support:2
pattern:[[14107009], [30380003]], support:2
pattern:[[14107009], [30380003], [27400118]], support:2
pattern:[[14107009], [30380003], [27400118], [15130013]], support:2
pattern:[[14107009], [30380003], [15130013]], support:2
pattern:[[14107009], [30380003], [27400126]], support:2
pattern:[[14107009], [27400118]], support:2
pattern:[[14107009], [27400118], [15130013]], support:2
pattern:[[14107009], [15130013]], support:2
pattern:[[14107009], [27400126]], support:2
pattern:[[10141012]], support:4
pattern:[[10141012], [14630006]], support:2
pattern:[[15114032]], support:4
pattern:[[15115030]], support:4
pattern:[[15115030], [14271000]], support:2
pattern:[[15115030], [14271000], [15131001]], support:2
pattern:[[15115030], [15131001]], support:2
pattern:[[15115030], [15231007]], support:2
pattern:[[15115030], [15115031]], support:4
pattern:[[15115030], [15115031], [14271000]], support:2
pattern:[[15115030], [15115031], [14271000], [15131001]], support:2
pattern:[[15115030], [15115031], [15131001]], support:2
pattern:[[15115030], [15115031], [15231007]], support:2
pattern:[[14083002]], support:4
pattern:[[15004058]], support:4
pattern:[[15004058], [15502043]], support:2
pattern:[[10131007]], support:4
pattern:[[15110079]], support:4
pattern:[[22671055]], support:4
pattern:[[25121022]], support:4
pattern:[[15209009]], support:4
pattern:[[22111034]], support:4
pattern:[[14010020]], support:4
pattern:[[24012002]], support:4
pattern:[[10116039]], support:4
pattern:[[14721080]], support:4
pattern:[[20012187]], support:4
pattern:[[27000583]], support:4
pattern:[[27000583], [27000573]], support:2
pattern:[[27000583], [27200938]], support:2
pattern:[[14142041]], support:4
pattern:[[27300278]], support:4
pattern:[[27300278], [27300284]], support:2
pattern:[[22007031]], support:4
pattern:[[30365021]], support:4
pattern:[[14863003]], support:4
pattern:[[22111025]], support:4
pattern:[[22111025], [22102014]], support:2
pattern:[[14076017]], support:4
pattern:[[14802006]], support:4
pattern:[[14722072]], support:4
pattern:[[14722072], [14722074]], support:2
pattern:[[14813003]], support:4
pattern:[[14513017]], support:4
pattern:[[14076019]], support:4
pattern:[[11057049]], support:4
pattern:[[14833003]], support:4
pattern:[[22021009]], support:4
pattern:[[14092014]], support:4
pattern:[[15110027]], support:4
pattern:[[22701021]], support:4
pattern:[[27000007]], support:4
pattern:[[27000007], [27410000]], support:2
pattern:[[21012004]], support:4
pattern:[[14956002]], support:4
pattern:[[14956002], [23131002]], support:2
pattern:[[11303097]], support:4
pattern:[[10116022]], support:4
pattern:[[22671079]], support:4
pattern:[[11532011]], support:4
pattern:[[27201062]], support:4
pattern:[[11533021]], support:4
pattern:[[15004045]], support:4
pattern:[[15120015]], support:4
pattern:[[14721020]], support:4
pattern:[[10200006]], support:4
pattern:[[10200006], [22034000]], support:2
pattern:[[15242005]], support:4
pattern:[[14091000]], support:4
pattern:[[27400047]], support:4
pattern:[[27400047], [27400118]], support:2
pattern:[[27400047], [27400118], [27400126]], support:2
pattern:[[27400047], [27400126]], support:2
pattern:[[22671058]], support:4
pattern:[[22630009]], support:4
pattern:[[14091022]], support:4
pattern:[[14091022], [30380002]], support:2
pattern:[[10141006]], support:4
pattern:[[15502043]], support:4
pattern:[[14633003]], support:4
pattern:[[14633003], [23110001]], support:2
pattern:[[10130009]], support:4
pattern:[[15202017]], support:4
pattern:[[15202017], [15000007]], support:2
pattern:[[22004008]], support:4
pattern:[[22004008], [22100010]], support:2
pattern:[[15200012]], support:4
pattern:[[10117000]], support:4
pattern:[[14111004]], support:4
pattern:[[22800001]], support:4
pattern:[[11056017]], support:4
pattern:[[30701033]], support:4
pattern:[[15202080]], support:4
pattern:[[15202080], [24401008]], support:2
pattern:[[15202080], [24401008], [27002173]], support:2
pattern:[[15202080], [27002173]], support:3
pattern:[[15202080], [23110009]], support:4
pattern:[[15202080], [23110009], [27002173]], support:3
pattern:[[10133001]], support:4
pattern:[[10201020]], support:4
pattern:[[34225082]], support:4
pattern:[[34225082], [34225051]], support:2
pattern:[[15440002]], support:4
pattern:[[15440002], [30380003]], support:2
pattern:[[22671073]], support:4
pattern:[[22021276]], support:4
pattern:[[22005000]], support:4
pattern:[[22005000], [22102014]], support:2
pattern:[[22702003]], support:4
pattern:[[10310042]], support:4
pattern:[[22511000]], support:5
pattern:[[14834016]], support:5
pattern:[[14834016], [30380002]], support:2
pattern:[[14834016], [30380002], [24000333]], support:2
pattern:[[14834016], [22120039]], support:2
pattern:[[14834016], [22120039], [22120015]], support:2
pattern:[[14834016], [24000333]], support:2
pattern:[[14834016], [22120015]], support:2
pattern:[[14834016], [24000334]], support:2
pattern:[[14722022]], support:5
pattern:[[14722022], [14722030]], support:2
pattern:[[10001003]], support:5
pattern:[[24102002]], support:5
pattern:[[11054033]], support:5
pattern:[[11054033], [14013011]], support:2
pattern:[[10136008]], support:5
pattern:[[27002560]], support:5
pattern:[[27002560], [23110009]], support:2
pattern:[[14083003]], support:5
pattern:[[14112009]], support:5
pattern:[[15115014]], support:5
pattern:[[10110016]], support:5
pattern:[[15411000]], support:5
pattern:[[22702005]], support:5
pattern:[[14092067]], support:5
pattern:[[14092067], [10137009]], support:2
pattern:[[10137009]], support:5
pattern:[[22713002]], support:5
pattern:[[14837006]], support:5
pattern:[[22180003]], support:5
pattern:[[22180003], [22190000]], support:2
pattern:[[20121061]], support:5
pattern:[[15119007]], support:5
pattern:[[14917010]], support:5
pattern:[[14836013]], support:5
pattern:[[14916005]], support:5
pattern:[[14802055]], support:5
pattern:[[24012001]], support:5
pattern:[[24012001], [24012009]], support:2
pattern:[[24012001], [30380003]], support:3
pattern:[[22172013]], support:5
pattern:[[22172013], [22130000]], support:2
pattern:[[22172013], [22130000], [22130007]], support:2
pattern:[[22172013], [22130007]], support:2
pattern:[[27400158]], support:5
pattern:[[40000675]], support:5
pattern:[[27300280]], support:5
pattern:[[27300280], [23110009]], support:4
pattern:[[14845008]], support:5
pattern:[[14845008], [15231004]], support:2
pattern:[[14845008], [23110009]], support:2
pattern:[[14050015]], support:5
pattern:[[14900011]], support:5
pattern:[[14900011], [14900014]], support:2
pattern:[[14860021]], support:5
pattern:[[14091007]], support:5
pattern:[[14841008]], support:5
pattern:[[10116025]], support:5
pattern:[[11110052]], support:5
pattern:[[15502031]], support:5
pattern:[[15115026]], support:5
pattern:[[15115026], [27200924]], support:2
pattern:[[10001006]], support:5
pattern:[[10001006], [27000573]], support:2
pattern:[[24010380]], support:5
pattern:[[24010380], [22102005]], support:2
pattern:[[14052029]], support:5
pattern:[[14750029]], support:5
pattern:[[25005060]], support:5
pattern:[[25005060], [23110009]], support:2
pattern:[[10141041]], support:5
pattern:[[15130015]], support:5
pattern:[[23113023]], support:5
pattern:[[14812007]], support:5
pattern:[[15115007]], support:5
pattern:[[27002173]], support:5
pattern:[[14010012]], support:5
pattern:[[22716004]], support:5
pattern:[[15410002]], support:5
pattern:[[22631005]], support:5
pattern:[[22716000]], support:5
pattern:[[27300284]], support:5
pattern:[[14901002]], support:5
pattern:[[14901002], [14900016]], support:2
pattern:[[24011017]], support:5
pattern:[[24011017], [30380003]], support:2
pattern:[[24011017], [15235001]], support:2
pattern:[[23112029]], support:5
pattern:[[27400048]], support:5
pattern:[[15004012]], support:5
pattern:[[15004012], [15231007]], support:2
pattern:[[15121001]], support:5
pattern:[[14802054]], support:5
pattern:[[15110018]], support:5
pattern:[[14720001]], support:5
pattern:[[22701009]], support:5
pattern:[[22701009], [22701014]], support:3
pattern:[[15209023]], support:5
pattern:[[15200002]], support:5
pattern:[[15200002], [30380003]], support:4
pattern:[[10150019]], support:5
pattern:[[20110019]], support:5
pattern:[[20110019], [27200924]], support:3
pattern:[[15120003]], support:5
pattern:[[14403013]], support:5
pattern:[[14403013], [14409000]], support:2
pattern:[[15231006]], support:5
pattern:[[15116002]], support:5
pattern:[[15116002], [23110009]], support:2
pattern:[[22180002]], support:5
pattern:[[15130010]], support:5
pattern:[[14900015]], support:5
pattern:[[15110038]], support:5
pattern:[[22000029]], support:5
pattern:[[23110187]], support:5
pattern:[[23110187], [15110069]], support:2
pattern:[[11057040]], support:5
pattern:[[11057040], [27410003]], support:2
pattern:[[27400118]], support:5
pattern:[[27400118], [15130013]], support:2
pattern:[[27400118], [27400126]], support:2
pattern:[[27400118], [27400158]], support:2
pattern:[[15202039]], support:5
pattern:[[10152013]], support:5
pattern:[[14121012]], support:5
pattern:[[14916007]], support:5
pattern:[[15230002]], support:5
pattern:[[15230002], [15231005]], support:2
pattern:[[23110144]], support:5
pattern:[[14403083]], support:5
pattern:[[22021005]], support:5
pattern:[[14401025]], support:6
pattern:[[14401025], [27300274]], support:2
pattern:[[25111021]], support:6
pattern:[[25111021], [27300282]], support:2
pattern:[[10000009]], support:6
pattern:[[22103007]], support:6
pattern:[[15104009]], support:6
pattern:[[15104009], [22008021]], support:2
pattern:[[15104009], [15115030]], support:2
pattern:[[15104009], [15115030], [15115031]], support:2
pattern:[[15104009], [15115030], [15115031], [15231007]], support:2
pattern:[[15104009], [15115030], [15231007]], support:2
pattern:[[15104009], [15115031]], support:2
pattern:[[15104009], [15115031], [15231007]], support:2
pattern:[[15104009], [15231007]], support:2
pattern:[[15104009], [23110009]], support:2
pattern:[[15605048]], support:6
pattern:[[22712001]], support:6
pattern:[[14131016]], support:6
pattern:[[14131016], [27300276]], support:2
pattern:[[10110017]], support:6
pattern:[[10110017], [30380002]], support:2
pattern:[[10110017], [30380003]], support:2
pattern:[[10110017], [10201020]], support:2
pattern:[[10110017], [10201016]], support:2
pattern:[[14054014]], support:6
pattern:[[15113004]], support:6
pattern:[[10141046]], support:6
pattern:[[22711000]], support:6
pattern:[[14721022]], support:6
pattern:[[10116000]], support:6
pattern:[[10116000], [30380002]], support:2
pattern:[[10116000], [30380003]], support:2
pattern:[[22713001]], support:6
pattern:[[22103013]], support:6
pattern:[[22103013], [23110001]], support:2
pattern:[[22103013], [15230001]], support:2
pattern:[[22103013], [15230001], [22102014]], support:2
pattern:[[22103013], [22102006]], support:2
pattern:[[22103013], [23110006]], support:2
pattern:[[22103013], [22102014]], support:2
pattern:[[22103013], [22130007]], support:2
pattern:[[14082018]], support:6
pattern:[[14082018], [23110009]], support:3
pattern:[[15114010]], support:6
pattern:[[15502030]], support:6
pattern:[[15012007]], support:6
pattern:[[15012007], [23110009]], support:2
pattern:[[15012007], [25012012]], support:2
pattern:[[15012007], [22190000]], support:2
pattern:[[25120035]], support:6
pattern:[[15110033]], support:6
pattern:[[15110033], [23110007]], support:2
pattern:[[22100025]], support:6
pattern:[[10150006]], support:6
pattern:[[10116034]], support:6
pattern:[[10116034], [30380003]], support:3
pattern:[[15202028]], support:6
pattern:[[14084003]], support:6
pattern:[[23113026]], support:6
pattern:[[23113026], [23110001]], support:2
pattern:[[23113026], [27410003]], support:2
pattern:[[24012151]], support:6
pattern:[[14300086]], support:6
pattern:[[10141039]], support:6
pattern:[[10141039], [23110009]], support:2
pattern:[[15230004]], support:6
pattern:[[21110004]], support:6
pattern:[[21801116]], support:6
pattern:[[14815001]], support:6
pattern:[[15110028]], support:6
pattern:[[11110050]], support:6
pattern:[[15115008]], support:6
pattern:[[15115008], [30380003]], support:2
pattern:[[22130018]], support:6
pattern:[[22130018], [30380002]], support:2
pattern:[[22130018], [30380002], [22171000]], support:2
pattern:[[22130018], [22111031]], support:2
pattern:[[22130018], [22171000]], support:2
pattern:[[22130018], [22102014]], support:2
pattern:[[22130018], [22132010]], support:3
pattern:[[22130018], [22132010], [22111031]], support:2
pattern:[[22714002]], support:6
pattern:[[14091028]], support:6
pattern:[[10201014]], support:6
pattern:[[20130000]], support:6
pattern:[[20130000], [27000582]], support:2
pattern:[[14873001]], support:6
pattern:[[15230003]], support:6
pattern:[[22040011]], support:6
pattern:[[10000015]], support:6
pattern:[[10132001]], support:6
pattern:[[10132001], [30380003]], support:2
pattern:[[10132001], [27200924]], support:3
pattern:[[23110190]], support:6
pattern:[[23110190], [23112029]], support:2
pattern:[[23110190], [23110007]], support:2
pattern:[[22010033]], support:6
pattern:[[14112011]], support:6
pattern:[[22034004]], support:6
pattern:[[27400708]], support:6
pattern:[[27400708], [27400158]], support:2
pattern:[[27400708], [27400126]], support:3
pattern:[[27400708], [27400126], [27400118]], support:2
pattern:[[27400708], [27400126], [27400118], [27400158]], support:2
pattern:[[27400708], [27400126], [27400158]], support:2
pattern:[[27400708], [27400118]], support:3
pattern:[[27400708], [27400118], [27400158]], support:2
pattern:[[10001007]], support:6
pattern:[[10001007], [27200924]], support:2
pattern:[[10001007], [27200924], [14092061]], support:2
pattern:[[10001007], [14092061]], support:2
pattern:[[14815007]], support:6
pattern:[[23110028]], support:6
pattern:[[22170003]], support:6
pattern:[[10141044]], support:6
pattern:[[10141044], [23110009]], support:2
pattern:[[15110013]], support:6
pattern:[[27002595]], support:6
pattern:[[27002595], [27400047]], support:2
pattern:[[27002595], [27400047], [27400118]], support:2
pattern:[[27002595], [27400047], [27400118], [27400126]], support:2
pattern:[[27002595], [27400047], [27400126]], support:2
pattern:[[27002595], [15130013]], support:2
pattern:[[27002595], [27400048]], support:2
pattern:[[27002595], [27400118]], support:3
pattern:[[27002595], [27400118], [15130013]], support:2
pattern:[[27002595], [27400118], [27400126]], support:2
pattern:[[27002595], [27400126]], support:3
pattern:[[23113025]], support:6
pattern:[[23113025], [30380003]], support:2
pattern:[[23113025], [30380002]], support:2
pattern:[[23113025], [30380002], [23110009]], support:2
pattern:[[23113025], [30380002], [23110009], [15114015]], support:2
pattern:[[23113025], [30380002], [15114015]], support:2
pattern:[[23113025], [23110009]], support:2
pattern:[[23113025], [23110009], [15114015]], support:2
pattern:[[23113025], [15114015]], support:2
pattern:[[14630006]], support:6
pattern:[[22010034]], support:6
pattern:[[14750038]], support:6
pattern:[[22111001]], support:6
pattern:[[22111001], [22102014]], support:2
pattern:[[22020002]], support:6
pattern:[[30323001]], support:7
pattern:[[10119019]], support:7
pattern:[[10119019], [10119020]], support:3
pattern:[[15231008]], support:7
pattern:[[15231008], [30380003]], support:2
pattern:[[15231008], [30380003], [27200924]], support:2
pattern:[[15231008], [27200924]], support:2
pattern:[[15231008], [30380002]], support:3
pattern:[[22040009]], support:7
pattern:[[22040009], [22631002]], support:2
pattern:[[22040009], [22007031]], support:2
pattern:[[22172006]], support:7
pattern:[[22172006], [22172008]], support:2
pattern:[[22172006], [22102001]], support:2
pattern:[[22172006], [23110009]], support:3
pattern:[[22103000]], support:7
pattern:[[22103006]], support:7
pattern:[[14630008]], support:7
pattern:[[14630008], [15110015]], support:2
pattern:[[22630000]], support:7
pattern:[[14092075]], support:7
pattern:[[14092075], [22802001]], support:2
pattern:[[14092075], [15230001]], support:2
pattern:[[14092075], [15230001], [23135028]], support:2
pattern:[[14092075], [23135028]], support:2
pattern:[[22111029]], support:7
pattern:[[22111029], [23131002]], support:2
pattern:[[22111029], [22120028]], support:2
pattern:[[15110030]], support:7
pattern:[[15110030], [15119001]], support:2
pattern:[[14082017]], support:7
pattern:[[14082017], [23132068]], support:2
pattern:[[14082017], [14082018]], support:2
pattern:[[14082017], [30380002]], support:2
pattern:[[14082017], [14082023]], support:2
pattern:[[14082017], [14082022]], support:2
pattern:[[22030011]], support:7
pattern:[[14076012]], support:7
pattern:[[23132072]], support:7
pattern:[[23132072], [23110009]], support:2
pattern:[[10150016]], support:7
pattern:[[10150016], [30380003]], support:3
pattern:[[22600002]], support:7
pattern:[[22600002], [22111004]], support:2
pattern:[[22600002], [22008019]], support:2
pattern:[[22600002], [23110001]], support:2
pattern:[[40000673]], support:7
pattern:[[21400005]], support:7
pattern:[[22500072]], support:7
pattern:[[24000388]], support:7
pattern:[[15232004]], support:7
pattern:[[11141002]], support:7
pattern:[[11141002], [30820030]], support:2
pattern:[[22008001]], support:7
pattern:[[15111002]], support:7
pattern:[[14076009]], support:7
pattern:[[14076009], [25101002]], support:2
